trade_volume_bin_rank,security,sector,industry,min_dte,max_dte,qualifying_trades,trade_volume_bin,p0_trade_value,p25_trade_value,p75_trade_value,iqr,trad_iqr_trade_value,p90_trade_value,p95_trade_value,p99_trade_value,p999_trade_value,p9999_trade_value,p99999_trade_value,p999999_trade_value
2,AMR,Basic Materials,Mining - Miscellaneous,2,30,391,25,3010.0,3735.0,7500.0,3765.0,13147.5,11600.0,15000.0,29001.6,35415.0,35941.5,35994.15,35999.41
3,AMRC,Oils-Energy,Alternative Energy - Other,14,29,18,15,3051.0,3437.75,4778.75,1341.0,6790.25,11540.5,17406.0,32461.2,35848.62,36187.36,36221.24,36224.62
2,AMRK,Consumer Discretionary,Precious Metals and Jewels,10,30,87,20,3014.0,4128.5,7452.5,3324.0,12438.5,13614.0,15850.0,31743.6,63856.86,67068.19,67389.32,67421.43
3,AMRN,Medical,Medical - Biomedical and Genetics,10,24,3,5,3040.0,3560.0,6352.5,2792.5,10541.25,7716.0,8170.5,8534.1,8615.91,8624.09,8624.91,8624.99
3,AMRX,Medical,Medical - Drugs,16,28,15,10,3075.0,3595.0,4807.5,1212.5,6626.25,13187.0,44016.0,91375.2,102031.02,103096.6,103203.16,103213.82
2,AMSC,Computer and Technology,Electronics - Miscellaneous Components,1,30,325,25,3040.0,3750.0,6844.0,3094.0,11485.0,11088.0,16138.8,44725.8,135066.09,156699.31,158862.63,159078.96
2,AMT,Finance,REIT and Equity Trust - Other,2,30,577,30,3003.0,3895.0,10142.0,6247.0,19512.5,26224.8,54575.0,123342.4,462405.6,605950.56,620305.06,621740.51
2,AMTM,Construction,Engineering - R and D Services,2,30,451,25,3008.0,3792.5,9822.5,6030.0,18867.5,23400.0,51375.0,129000.0,312408.75,382240.87,389224.09,389922.41
3,AMTX,Oils-Energy,Biofuels,3,3,4,5,4290.000000000001,4665.0,4872.5,207.5,5183.75,4949.0,4974.5,4994.9,4999.49,4999.95,4999.99,5000.0
3,AMWD,Consumer Discretionary,Furniture,17,21,2,5,6000.0,6560.0,7680.0,1120.0,9360.0,8016.0,8128.0,8217.6,8237.76,8239.78,8239.98,8240.0
3,AMWL,Medical,Medical Info Systems,10,10,1,0,5750.0,5750.0,5750.0,0.0,5750.0,5750.0,5750.0,5750.0,5750.0,5750.0,5750.0,5750.0
1,AMZN,Computer and Technology,Internet - Software and Services,1,30,318227,55,3002.0,3850.0,9064.0,5214.0,16885.0,17085.0,26640.0,69090.74,293855.36,1181318.84,2541600.6,3439423.3
2,AN,Retail-Wholesale,Automotive - Retail and Whole Sales,3,30,146,20,3010.0,3610.0,6944.25,3334.25,11945.625,9870.0,16165.5,34660.5,54102.03,56710.2,56971.02,56997.1
2,ANAB,Medical,Medical - Biomedical and Genetics,8,29,302,25,3025.0,3927.0,12755.0,8828.0,25997.0,29708.0,45091.5,202245.95,695970.0,704097.0,704909.7,704990.97
2,ANET,Computer and Technology,Internet - Software,1,30,14820,40,3002.0000000000005,3794.25,8500.0,4705.75,15558.625,15660.0,23275.0,60165.99,208622.67,507122.2,868567.04,920481.7
2,ANF,Retail-Wholesale,Retail - Apparel and Shoes,1,30,7591,40,3002.9999999999995,3840.0,8565.0,4725.0,15652.5,16590.0,26650.0,83190.0,406817.92,788739.5,1102623.95,1134012.39
3,ANGI,Computer and Technology,Internet - Content,14,30,34,15,3060.0,5625.0,36250.0,30625.0,82187.5,116850.0,137893.0,172317.55,179227.25,179918.23,179987.32,179994.23
3,ANIK,Medical,Medical - Biomedical and Genetics,15,15,4,5,3540.0,3885.0,5620.0,1735.0,8222.5,6736.0,7108.0,7405.6,7472.56,7479.26,7479.93,7479.99
3,ANIP,Medical,Medical - Biomedical and Genetics,16,23,2,5,4200.0,4207.5,4222.5,15.0,4245.0,4227.0,4228.5,4229.7,4229.97,4230.0,4230.0,4230.0
3,ANNX,Medical,Medical - Biomedical and Genetics,17,30,9,10,3179.9999999999995,3300.0,4900.0,1600.0,7300.0,8488.0,11624.0,14132.8,14697.28,14753.73,14759.37,14759.94
2,ANRO,Medical,Medical - Biomedical and Genetics,4,30,68,20,3045.0000000000005,3667.5,6445.0,2777.5,10611.25,11500.0,15358.0,136650.0,199965.0,206296.5,206929.65,206992.96
2,ANSS,Computer and Technology,Computer - Software,2,30,280,25,3004.0,3360.0,6005.0,2645.0,9972.5,8820.0,15200.0,55025.0,199053.0,222405.3,224740.53,224974.05
3,ANVS,Medical,Medical - Biomedical and Genetics,11,30,16,10,3185.0,3585.0,8400.0,4815.0,15622.5,10225.0,11337.5,13467.5,13946.75,13994.68,13999.47,13999.95
2,AON,Finance,Insurance - Brokerage,1,30,451,25,3010.0,3600.0,7553.0,3953.0,13482.5,15808.0,20250.0,190000.0,502000.0,518200.0,519820.0,519982.0
2,AOS,Industrial Products,Manufacturing - Electronics,2,30,65,20,3100.0,3640.0,6400.0,2760.0,10540.0,21793.0,139082.0,214440.4,231945.04,233695.5,233870.55,233888.06
2,AOSL,Computer and Technology,Electronics - Semiconductors,4,30,143,20,3060.0,3892.5,8197.5,4305.0,14655.0,14480.0,19836.8,48054.6,53281.08,53442.11,53458.21,53459.82
2,APA,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,909,30,3009.0,3510.0,6600.0,3090.0,11235.0,11263.0,15571.6,134760.0,683740.0,761374.0,769137.4,769913.74
3,APAM,Finance,Financial - Investment Management,11,21,2,5,3185.0,3506.25,4148.75,642.5,5112.5,4341.5,4405.75,4457.15,4468.72,4469.87,4469.99,4470.0
2,APD,Basic Materials,Chemical - Diversified ,3,30,789,30,3015.0,3668.0,8850.0,5182.0,16623.0,15260.0,20738.0,88699.92,558750.0,558750.0,558750.0,558750.0
3,APG,Business Services,Business - Services,21,29,29,15,3042.0,3325.0,3960.0,635.0,4912.5,4508.4,4776.0,6412.0,6941.2,6994.12,6999.41,6999.94
3,APGE,Medical,Medical - Biomedical and Genetics,3,30,51,15,3330.0000000000005,4500.0,11250.0,6750.0,21375.0,16520.0,35560.0,183000.0,201900.0,203790.0,203979.0,203997.9
2,APH,Computer and Technology,Electronics - Connectors,2,30,916,30,3010.0,3900.0,9603.75,5703.75,18159.375,19740.0,32228.0,111538.75,247650.0,321765.0,329176.5,329917.65
3,API,Business Services,Technology Services,9,29,16,10,3250.0,3890.0,5664.0,1774.0,8325.0,7517.5,8776.25,11755.25,12425.52,12492.55,12499.26,12499.93
2,APLD,Finance,Financial - Miscellaneous Services,1,30,5346,35,3008.0,3777.0,8400.0,4623.0,15334.5,16099.0,27960.0,98100.0,357271.75,657583.86,686915.89,689849.09
2,APLS,Medical,Medical - Biomedical and Genetics,1,30,288,25,3040.0,4000.0,8000.0,4000.0,14000.0,13581.5,22925.0,76300.0,455489.58,468346.46,469632.15,469760.71
2,APLT,Medical,Medical - Biomedical and Genetics,8,30,201,25,3080.0000000000005,4500.0,15147.0,10647.0,31117.5,21250.0,40800.0,200000.0,501000.0,522600.0,524760.0,524976.0
2,APO,Finance,Financial - Investment Management,1,30,5130,35,3003.0,3840.0,8820.0,4980.0,16290.0,16000.0,25300.0,57312.17,151742.0,556761.6,601076.16,605507.62
3,APOG,Industrial Products,Glass Products,3,16,16,10,3300.0,4325.0,8576.25,4251.25,14953.125,12690.0,13875.0,14775.0,14977.5,14997.75,14999.78,14999.98
1,APP,Business Services,Technology Services,1,30,111245,50,3001.0,4000.0,10220.0,6220.0,19550.0,20240.0,32479.2,93856.4,391872.14,2143967.48,5099127.86,5501402.78
2,APPF,Computer and Technology,Internet - Software,8,30,106,20,3050.0,3802.5,7012.5,3210.0,11827.5,11250.0,18325.0,205130.0,603038.25,644178.83,648292.88,648704.29
2,APPN,Computer and Technology,Internet - Software,3,30,65,20,3080.0,4340.0,9425.0,5085.0,17052.5,31000.0,47920.0,108050.4,179555.04,186705.5,187420.55,187492.06
2,APPS,Computer and Technology,Internet - Software,4,30,92,20,3045.0,3780.0,5432.0,1652.0,7910.0,7180.0,10206.1,23620.0,38362.0,39836.2,39983.62,39998.36
2,APTV,Auto-Tires-Trucks,Automotive - Original Equipment,1,30,415,25,3016.0,4180.0,12525.5,8345.5,25043.75,49980.0,94800.0,232669.28,431340.0,502134.0,509213.4,509921.34
3,AQST,Medical,Medical - Drugs,14,17,7,10,3200.0,3770.0,5500.0,1730.0,8095.0,7208.0,8114.0,8838.8,9001.88,9018.19,9019.82,9019.98
2,AR,Oils-Energy,Oil and Gas - Exploration and Production - United States,1,30,510,25,3002.0000000000005,4000.0,8892.25,4892.25,16230.625,14354.0,22228.8,93502.4,178533.58,186495.36,187291.54,187371.15
2,ARBE,Business Services,Technology Services,4,30,129,20,3010.0,3600.0,6937.0,3337.0,11942.5,9870.0,13254.0,18487.2,19397.6,19489.76,19498.98,19499.9
3,ARCB,Transportation,Transportation - Truck,3,30,44,15,3080.0000000000005,3915.0,8291.25,4376.25,14855.625,10971.0,29008.6,326960.0,453896.0,466589.6,467858.96,467985.9
2,ARCC,Finance,Financial - SBIC & Commercial Industry,2,30,78,20,3150.0,3712.5,9150.0,5437.5,17306.25,29750.0,100950.0,128450.0,138845.0,139884.5,139988.45,139998.84
3,ARCT,Medical,Medical - Biomedical and Genetics,9,30,31,15,3250.0,3975.0,7000.0,3025.0,11537.5,9000.0,10250.0,18364.0,21204.4,21488.44,21516.84,21519.68
3,ARDT,Medical,Medical Services,10,30,6,10,3150.0,5460.0,24885.0,19425.0,54022.5,30855.0,32332.5,33514.5,33780.45,33807.05,33809.7,33809.97
2,ARDX,Medical,Medical - Drugs,1,30,72,20,3015.0,3750.0,6250.0,2500.0,10000.0,11319.0,14901.0,25441.96,26415.8,26513.18,26522.92,26523.89
2,ARE,Finance,REIT and Equity Trust - Other,8,30,106,20,3020.0,4053.75,8475.0,4421.25,15106.875,16260.0,39611.25,88562.5,94698.75,95194.88,95244.49,95249.45
3,AREN,Business Services,Technology Services,28,28,1,0,3500.0,3500.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
2,ARES,Finance,Financial - Investment Management,1,30,276,25,3059.0000000000005,4115.0,8838.75,4723.75,15924.375,20142.0,45855.0,145172.75,174717.8,179471.78,179947.18,179994.72
2,ARGX,Medical,Medical - Biomedical and Genetics,2,30,669,30,3010.0,4000.0,9000.0,5000.0,16500.0,14292.0,19500.0,53144.0,670944.0,1147094.4,1194709.44,1199470.94
3,ARHS,Retail-Wholesale,Retail - Miscellaneous,9,25,11,10,3300.0,4000.0,8780.0,4780.0,15950.0,10000.0,11237.5,12227.5,12450.25,12472.53,12474.75,12474.98
3,ARIS,Business Services,Waste Removal Services,10,30,2,5,3300.0,3453.75,3761.25,307.5,4222.5,3853.5,3884.25,3908.85,3914.39,3914.94,3914.99,3915.0
3,ARLO,Computer and Technology,Internet - Software,10,30,4,5,3375.0,3993.75,4473.75,480.0,5193.75,4489.5,4494.75,4498.95,4499.89,4499.99,4500.0,4500.0
3,ARLP,Oils-Energy,Coal,8,30,18,15,3100.0,3622.5,4885.0,1262.5,6778.75,6355.5,7500.0,7500.0,7500.0,7500.0,7500.0,7500.0
1,ARM,Computer and Technology,Electronics - Semiconductors,1,30,40636,45,3002.0000000000005,3800.0,8365.5,4565.5,15213.75,15403.5,23300.0,57407.75,180906.66,709982.67,798057.1,817805.71
3,ARMK,Business Services,Business - Services,7,30,36,15,3130.0,4180.5,7881.25,3700.75,13432.375,11830.0,12856.5,24195.6,29684.16,30233.02,30287.9,30293.39
3,AROC,Oils-Energy,Oil and Gas - Field Services,23,23,1,0,5915.0,5915.0,5915.0,0.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0,5915.0
2,ARQQ,Computer and Technology,Internet - Software,3,30,201,25,3060.0,3550.0,6300.0,2750.0,10425.0,10260.0,15264.0,38610.0,48188.0,50030.3,50214.53,50232.95
2,ARQT,Medical,Medical - Biomedical and Genetics,2,30,127,20,3080.0000000000005,4000.0,18970.0,14970.0,41425.0,75000.0,102825.0,284700.0,320905.0,324590.5,324959.05,324995.9
3,ARR,Finance,REIT and Equity Trust,3,30,33,15,3010.0,3480.0,9200.0,5720.0,17780.0,16294.0,20888.8,28359.2,29781.92,29924.19,29938.42,29939.84
2,ARRY,Oils-Energy,Solar,3,30,121,20,3015.0,3645.0,7875.0,4230.0,14220.0,10710.0,16650.0,42944.0,85156.8,89731.68,90189.17,90234.92
2,ARVN,Medical,Medical - Biomedical and Genetics,3,30,338,25,3003.0,3802.5,15225.0,11422.5,32358.75,66500.0,148950.0,333533.0,495560.61,502679.06,503390.91,503462.09
3,ARW,Computer and Technology,Electronics - Parts Distribution,4,16,7,10,5000.0,7632.5,21375.0,13742.5,41988.75,24850.0,24925.0,24985.0,24998.5,24999.85,24999.98,25000.0
3,ARWR,Medical,Medical - Biomedical and Genetics,8,30,37,15,3145.0,4000.0,8190.0,4190.0,14475.0,15684.0,20500.0,42871.2,53184.12,54215.41,54318.54,54328.85
2,AS,Consumer Discretionary,Leisure and Recreation Products,3,30,123,20,3040.0,4375.0,11635.0,7260.0,22525.0,20108.0,47250.0,173075.0,204347.15,208017.22,208384.22,208420.92
2,ASAN,Computer and Technology,Internet - Software,1,30,572,30,3015.0,3622.5,7246.25,3623.75,12681.875,11990.4,14544.0,42664.5,110283.45,118021.25,118795.02,118872.4
3,ASB,Finance,Banks - Midwest,22,22,1,0,13500.0,13500.0,13500.0,0.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0,13500.0
3,ASC,Transportation,Transportation - Shipping,22,28,10,10,3400.0,3500.0,4401.0,901.0,5752.5,4517.6,4758.8,4951.76,4995.18,4999.52,4999.95,5000.0
3,ASGN,Computer and Technology,Computers - IT Services,14,25,11,10,3040.0,4400.0,15035.0,10635.0,30987.5,22500.0,26250.0,29250.0,29925.0,29992.5,29999.25,29999.93
3,ASH,Basic Materials,Chemical - Specialty,9,24,20,15,3045.0,5865.0,22207.5,16342.5,46721.25,40750.7,70600.0,110120.0,119012.0,119901.2,119990.12,119999.01
3,ASLE,Aerospace,Aerospace - Defense Equipment,14,28,5,5,3100.0,3640.0,6525.0,2885.0,10852.5,6978.0,7129.0,7249.8,7276.98,7279.7,7279.97,7280.0
1,ASML,Computer and Technology,Semiconductor Equipment - Wafer Fabrication,1,30,46064,45,3001.0,3920.0,9450.0,5530.0,17745.0,17507.0,27000.0,64074.0,199637.78,481574.8,754939.83,835597.98
2,ASND,Medical,Medical - Biomedical and Genetics,1,30,120,20,3040.0,4000.0,10987.5,6987.5,21468.75,32370.8,57064.5,141383.5,558828.43,609382.84,614438.28,614943.83
2,ASO,Consumer Discretionary,Leisure and Recreation Products,1,30,554,25,3026.0,3902.5,9217.5,5315.0,17190.0,19967.0,40044.8,140317.04,314334.72,357017.47,361285.75,361712.57
2,ASPI,Basic Materials,Chemical - Diversified ,2,30,309,25,3038.0,3800.0,7300.0,3500.0,12550.0,10612.8,14410.0,29720.0,69740.9,74474.09,74947.41,74994.74
2,ASPN,Construction,Building Products - Miscellaneous,2,30,268,25,3007.0,3597.75,6667.5,3069.75,11272.125,10000.0,14555.25,47325.0,198401.57,244372.16,248969.22,249428.92
3,ASST,Business Services,Technology Services,4,22,14,10,3100.0,3425.0,4562.5,1137.5,6268.75,5998.5,8343.75,11268.75,11926.88,11992.69,11999.27,11999.93
3,ASTH,Medical,Medical - Outpatient and Home Healthcare,8,30,23,15,3140.0,5775.0,28737.5,22962.5,63181.25,373171.0,891248.0,1358166.0,1464234.6,1474841.46,1475902.15,1476008.21
3,ASTL,Basic Materials,Steel - Producers,8,27,22,15,3050.0,3847.5,9503.75,5656.25,17988.125,46932.0,57562.0,202956.6,237645.66,241114.57,241461.46,241496.15
1,ASTS,Computer and Technology,Wireless Equipment,1,30,20181,45,3002.0000000000005,3750.0,8398.0,4648.0,15370.0,15300.0,23100.0,56004.8,169816.0,473061.22,556253.58,569735.96
3,ASUR,Computer and Technology,Internet - Delivery Services,2,30,2,5,3779.9999999999995,4185.0,4995.0,810.0,6210.0,5238.0,5319.0,5383.8,5398.38,5399.84,5399.98,5400.0
3,ATAI,Medical,Medical - Outpatient and Home Healthcare,8,28,19,15,3115.0,3370.0,7352.5,3982.5,13326.25,22533.6,36868.2,65669.64,72149.96,72798.0,72862.8,72869.28
3,ATAT,Consumer Discretionary,Leisure and Recreation Services,11,30,33,15,3050.0,5000.0,13500.0,8500.0,26250.0,17693.4,31630.0,76527.2,87518.72,88617.87,88727.79,88738.78
2,ATEC,Medical,Medical - Instruments,9,30,70,20,3040.0,4125.0,15662.5,11537.5,32968.75,39000.0,55975.0,165901.5,181830.15,183423.01,183582.3,183598.23
3,ATEN,Computer and Technology,Communication - Network Software,23,23,1,0,7227.0,7227.0,7227.0,0.0,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0,7227.0
3,ATEX,Computer and Technology,Communication - Infrastructure,29,29,1,0,6250.0,6250.0,6250.0,0.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0,6250.0
2,ATGE,Consumer Discretionary,Schools,7,29,103,20,3010.0,3710.0,7697.5,3987.5,13678.75,24200.0,76620.0,438645.0,511628.04,518694.8,519401.48,519472.15
3,ATHA,Medical,Medical - Biomedical and Genetics,17,23,11,10,3330.0000000000005,3330.0,5025.0,1695.0,7567.5,5625.0,10282.5,14008.5,14846.85,14930.69,14939.07,14939.91
3,ATHM,Computer and Technology,Internet - Services,15,30,10,10,3500.0,3525.0,9925.5,6400.5,19526.25,10001.0,10005.5,10009.1,10009.91,10009.99,10010.0,10010.0
2,ATI,Basic Materials,Steel - Speciality,7,30,130,20,3010.0,3510.0,5985.0,2475.0,9697.5,10510.0,16644.0,35130.0,387884.0,434788.4,439478.84,439947.88
2,ATKR,Industrial Products,Wire and Cable Products,8,30,89,20,3025.0,3850.0,9500.0,5650.0,17975.0,30230.0,44946.0,122800.0,124780.0,124978.0,124997.8,124999.78
3,ATLX,Basic Materials,Mining - Miscellaneous,10,30,8,10,3230.0000000000005,3437.5,6575.0,3137.5,11281.25,7880.0,8860.0,9644.0,9820.4,9838.04,9839.8,9839.98
3,ATMU,Industrial Products,Pollution Control,8,30,9,10,3285.0,3825.0,9500.0,5675.0,18012.5,11980.0,14740.0,16948.0,17444.8,17494.48,17499.45,17499.94
3,ATO,Utilities,Utility - Gas Distribution,10,30,52,15,3120.0,3700.0,6960.0,3260.0,11850.0,10735.0,18793.25,148590.42,149202.04,149263.2,149269.32,149269.93
2,ATOM,Computer and Technology,Electronics - Semiconductors,1,30,119,20,3060.0,3765.0,7855.0,4090.0,13990.0,10805.6,15360.5,19820.0,43373.0,46187.3,46468.73,46496.87
3,ATR,Industrial Products,Containers - Paper and Packaging,15,23,9,10,4960.0,8725.0,160000.0,151275.0,386912.5,174500.0,203500.0,226700.0,231920.0,232442.0,232494.2,232499.42
3,ATRC,Medical,Medical - Products,18,18,1,0,5200.0,5200.0,5200.0,0.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0,5200.0
3,ATUS,Computer and Technology,Communication - Components,28,30,2,5,3750.0,3893.75,4181.25,287.5,4612.5,4267.5,4296.25,4319.25,4324.43,4324.94,4324.99,4325.0
3,ATXS,Medical,Medical - Biomedical and Genetics,22,22,1,0,5100.0,5100.0,5100.0,0.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0,5100.0
3,ATYR,Medical,Medical - Biomedical and Genetics,10,29,8,10,6000.0,6798.75,11243.75,4445.0,17911.25,13062.5,14331.25,15346.25,15574.63,15597.46,15599.75,15599.97
2,AU,Basic Materials,Mining - Gold,1,30,266,25,3024.0,3912.5,9053.25,5140.75,16764.375,21855.0,36187.5,100803.25,183330.0,201933.0,203793.3,203979.33
3,AUPH,Medical,Medical - Drugs,2,30,28,15,3060.0,3665.0,8342.5,4677.5,15358.75,10545.0,11852.5,12500.0,12500.0,12500.0,12500.0,12500.0
2,AUR,Business Services,Technology Services,1,30,601,30,3002.0,3770.0,7500.0,3730.0,13095.0,13500.0,19305.0,55000.0,196264.4,332971.34,346642.03,348009.1
3,AURA,Medical,Medical - Biomedical and Genetics,25,30,6,10,3250.0,4050.0,6117.5,2067.5,9218.75,8557.5,9528.75,10305.75,10480.58,10498.06,10499.81,10499.98
3,AUTL,Medical,Medical - Biomedical and Genetics,18,29,4,5,3960.0,3990.0,7177.5,3187.5,11958.75,7713.0,7891.5,8034.3,8066.43,8069.64,8069.96,8070.0
3,AVA,Utilities,Utility - Electric Power,24,24,1,0,3500.0,3500.0,3500.0,0.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0
2,AVAV,Aerospace,Aerospace - Defense Equipment,1,30,758,30,3008.0,3655.5,7150.0,3494.5,12391.75,12288.0,17983.0,52150.0,109822.5,114932.25,115443.23,115494.32
3,AVB,Finance,REIT and Equity Trust - Residential,7,29,17,10,3450.0,4025.0,9975.0,5950.0,18900.0,11652.0,13380.0,13956.0,14085.6,14098.56,14099.86,14099.99
2,AVDL,Medical,Medical - Drugs,1,30,104,20,3015.0,3561.25,6500.0,2938.75,10908.125,10396.2,18709.5,27489.0,69433.62,73768.36,74201.84,74245.18
1,AVGO,Computer and Technology,Electronics - Semiconductors,1,30,209395,55,3002.0,3840.0,9060.0,5220.0,16890.0,17250.0,26937.0,70953.0,230858.16,750818.1,1870114.92,3897664.22
3,AVNS,Medical,Medical - Instruments,18,29,3,5,4000.0,4950.0,6200.0,1250.0,8075.0,6380.0,6440.0,6488.0,6498.8,6499.88,6499.99,6500.0
3,AVNW,Computer and Technology,Wireless Equipment,9,9,1,0,4130.0,4130.0,4130.0,0.0,4130.0,4130.0,4130.0,4130.0,4130.0,4130.0,4130.0,4130.0
3,AVO,Consumer Staples,Agriculture - Operations,11,11,2,5,3750.0,4687.5,6562.5,1875.0,9375.0,7125.0,7312.5,7462.5,7496.25,7499.63,7499.96,7500.0
2,AVPT,Computer and Technology,Internet - Software,7,29,58,20,3029.9999999999995,3472.5,7217.5,3745.0,12835.0,12000.0,21179.0,203000.0,254300.0,259430.0,259943.0,259994.3
3,AVT,Computer and Technology,Electronics - Parts Distribution,17,24,4,5,3185.0,3196.25,4505.0,1308.75,6468.125,4695.8,4759.4,4810.28,4821.73,4822.87,4822.99,4823.0
2,AVTR,Medical,Medical Services,1,30,196,25,3025.0000000000005,3840.0,7832.5,3992.5,13821.25,20405.0,66730.0,242484.0,405362.48,427351.75,429550.67,429770.57
2,AVXL,Medical,Medical - Biomedical and Genetics,2,30,137,20,3100.0,3825.0,6500.0,2675.0,10512.5,10312.0,15392.0,40356.4,190447.6,210294.76,212279.48,212477.95
3,AVY,Industrial Products,Containers - Paper and Packaging,3,30,26,15,3185.0,3697.5,5880.75,2183.25,9155.625,8109.0,12438.0,16740.0,17658.0,17749.8,17758.98,17759.9
3,AWI,Construction,Building Products - Miscellaneous,11,30,18,15,3300.0,3750.0,6218.75,2468.75,9921.875,15402.0,25976.0,29675.2,30507.52,30590.75,30599.08,30599.91
3,AWK,Utilities,Utility - Water Supply,7,30,55,15,3010.0,3600.0,5897.5,2297.5,9343.75,8866.8,12210.0,26254.08,32692.61,33336.46,33400.85,33407.28
3,AWR,Utilities,Utility - Water Supply,8,16,8,10,3120.0000000000005,4980.0,9175.0,4195.0,15467.5,12700.0,16200.0,19000.0,19630.0,19693.0,19699.3,19699.93
3,AX,Finance,Financial - Miscellaneous Services,1,30,45,15,3045.0,3600.0,7975.0,4375.0,14537.5,12873.0,18704.0,22428.0,22942.8,22994.28,22999.43,22999.94
3,AXGN,Medical,Medical - Instruments,15,29,11,10,3100.0,3400.0,6510.0,3110.0,11175.0,9320.0,10460.0,11372.0,11577.2,11597.72,11599.77,11599.98
3,AXL,Auto-Tires-Trucks,Automotive - Original Equipment,22,28,6,10,3040.0,3052.0,8800.0,5748.0,17422.0,45000.0,62500.0,76500.0,79650.0,79965.0,79996.5,79999.65
2,AXON,Aerospace,Aerospace - Defense Equipment,1,30,5505,35,3001.0,3730.0,10480.0,6750.0,20605.0,21057.6,33984.0,84790.08,208680.0,398941.28,406644.13,407414.41
2,AXP,Finance,Financial - Miscellaneous Services,1,30,9225,40,3003.0,3780.0,8052.0,4272.0,14460.0,15367.0,25045.0,62740.8,276088.0,711171.46,1151621.15,1195666.11
3,AXS,Finance,Insurance - Property and Casualty,23,29,4,5,3297.0,3411.75,4105.0,693.25,5144.875,4663.0,4849.0,4997.8,5031.28,5034.63,5034.96,5035.0
2,AXSM,Medical,Medical - Biomedical and Genetics,1,30,984,30,3010.0,3932.0,9302.5,5370.5,17358.25,19410.0,33394.0,219180.0,733910.0,937391.0,957739.1,959773.91
3,AXTA,Basic Materials,Chemical - Specialty,2,29,15,10,3540.0,3905.0,6587.5,2682.5,10611.25,9450.0,11350.0,13870.0,14437.0,14493.7,14499.37,14499.94
3,AXTI,Computer and Technology,Electronics - Semiconductors,18,18,1,0,4800.0,4800.0,4800.0,0.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0,4800.0
2,AYI,Business Services,Technology Services,10,30,216,25,3060.0,3900.0,9487.5,5587.5,17868.75,15960.0,27417.5,587422.5,872340.0,872340.0,872340.0,872340.0
3,AZ,Computer and Technology,Internet - Software,14,29,6,10,3400.0,3862.5,8500.0,4637.5,15456.25,9750.0,10125.0,10425.0,10492.5,10499.25,10499.93,10499.99
